dataset,configuration,ground_truth,wavelength,image_path,PSNR,SSIM,MSSSIM,IWSSIM,VIF,FSIM,GMSD,MSGMSD,HAARPSI,UQI,S3IM,TV,BRISQUE,CLIP-IQA,PSNR_norm,GMSD_norm,MSGMSD_norm,BRISQUE_norm
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060436/PA2.png,14.126096,0.16144633,0.4032918,0.21533608,0.02387258,0.8300846917929797,0.21126162,0.2178502,0.2923382,0.2765858589757407,0.12929421608383002,19.433949,33.564148,0.15143618,0.1765762,0.6036046,0.62242913,0.5744468
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061143/PA2.png,16.128428,0.12942822,0.44086623,0.23037273,0.025531411,0.5831676820189208,0.22948821,0.22730266,0.22719656,0.19682355811551383,0.09520442256006346,17.666317,35.57489,0.17093153,0.20160535,0.6556806,0.6494362,0.94905734
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060808/PA2.png,13.816872,0.14415616,0.40357342,0.19434857,0.021905288,0.8024838997824577,0.2263966,0.22985388,0.25048172,0.23687884200770346,0.1129787152760259,19.449823,33.09491,0.18592323,0.1727109,0.6468474,0.6567254,0.48702553
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060720/PA2.png,13.821157,0.1484883,0.40754345,0.22949643,0.023113461,0.8339832668695099,0.22123137,0.22640398,0.26487184,0.24659304543422014,0.12686491141781137,19.522964,33.038513,0.17014076,0.17276447,0.6320896,0.6468685,0.4765186
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061548/PA2.png,14.539513,0.2065655,0.43703964,0.28571224,0.030547854,0.8507804513428737,0.19933186,0.20907941,0.3120293,0.3300865692652342,0.1438755727302295,19.417141,35.848328,0.22992994,0.1817439,0.56951964,0.5973698,1.0
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061812/PA2.png,14.020142,0.16392677,0.41341016,0.22259328,0.025187215,0.7907648305173676,0.22234094,0.22612658,0.2718737,0.26823934017537276,0.11828823070414116,19.452744,34.341248,0.18913452,0.17525177,0.63525987,0.64607596,0.71922404
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061456/PA2.png,13.877755,0.14353491,0.40484595,0.20205903,0.025342043,0.7113090504820561,0.234701,0.23479384,0.24331419,0.248846228178163,0.10311796706541144,19.551332,32.309753,0.19339198,0.17347194,0.67057425,0.67083955,0.3407473
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061906/PA2.png,14.059168,0.16199777,0.41235125,0.2188317,0.022631086,0.807232151926975,0.22163978,0.22836095,0.26137975,0.26456659321183945,0.11609927541053569,19.595673,30.480774,0.22278254,0.1757396,0.63325655,0.65245986,0.0
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060344/PA2.png,14.896031,0.20716657,0.37777448,0.20111597,0.022310594,0.8613513449977385,0.18769711,0.19884588,0.3440544,0.4087828637677521,0.13806701172206193,19.952787,32.54486,0.17932697,0.1862004,0.5362775,0.5681311,0.3845489
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060536/PA2.png,13.976097,0.16135165,0.43384993,0.26472902,0.030646719,0.8164788929763239,0.22110811,0.22279453,0.2762935,0.25712662346276965,0.13618418568808582,19.477247,33.433533,0.15946665,0.17470121,0.6317375,0.6365558,0.55011255
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061654/PA2.png,13.963237,0.16845311,0.40917975,0.22108173,0.033563454,0.7794684169558626,0.22235921,0.22503194,0.27870166,0.27037500428324807,0.1256224430448784,19.404528,33.409607,0.23038213,0.17454046,0.635312,0.6429484,0.5456551
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_062051/PA2.png,14.42114,0.17359488,0.40718085,0.22537263,0.023814619,0.8570799396945952,0.20359044,0.21162891,0.29516295,0.28942423242087745,0.12353934997096162,19.297533,32.283875,0.19577377,0.18026425,0.581687,0.6046541,0.33592594
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061052/PA2.png,15.922967,0.12487359,0.44206986,0.24515626,0.036600504,0.49147388185288904,0.23903555,0.23623921,0.19882444,0.1840682187693906,0.10047825582098106,17.68674,34.14789,0.21494074,0.19903709,0.6829587,0.6749692,0.6832003
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_061958/PA2.png,14.081797,0.15965997,0.41679338,0.22956054,0.022012062,0.8174237502647257,0.21963996,0.22596951,0.25697815,0.256298292823464,0.11584569380958708,19.404816,35.233093,0.20039031,0.17602246,0.62754273,0.6456272,0.885379
pa_experiment_data,PA2,PA1,---,data/pa_experiment_data/Training/KneeSlice1/Rf_071119_060959/PA2.png,16.038702,0.11648739,0.44114542,0.2447054,0.03317137,0.46896925836076014,0.23770665,0.2331707,0.1950826,0.17710605502484833,0.09200300653768018,17.591902,35.228943,0.18189886,0.20048377,0.67916185,0.666202,0.88460577
